@_fa,link,prism:url,dc:identifier,eid,dc:title,dc:creator,prism:publicationName,prism:eIssn,prism:volume,prism:pageRange,prism:coverDate,prism:coverDisplayDate,prism:doi,citedby-count,prism:aggregationType,subtype,subtypeDescription,article-number,source-id,openaccess,openaccessFlag,freetoread.value,freetoreadLabel.value,prism:issn,pii,prism:issueIdentifier,prism:isbn,pubmed-id,@_fa,affilname,affiliation-city,affiliation-country,language,year,main_author
true,"[{'@_fa': 'true', '@ref': 'self', '@href': 'https://api.elsevier.com/content/abstract/scopus_id/85132599453'}, {'@_fa': 'true', '@ref': 'author-affiliation', '@href': 'https://api.elsevier.com/content/abstract/scopus_id/85132599453?field=author,affiliation'}, {'@_fa': 'true', '@ref': 'scopus', '@href': 'https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85132599453&origin=inward'}, {'@_fa': 'true', '@ref': 'scopus-citedby', '@href': 'https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85132599453&origin=inward'}]",https://api.elsevier.com/content/abstract/scopus_id/85132599453,SCOPUS_ID:85132599453,2-s2.0-85132599453,Measurement and Evaluation of the Coordinated Development in the Guangdong-Hong Kong-Macao Greater Bay Area,Wang C.,Tropical Geography,,42,206-219,2022-02-05,5 February 2022,10.13284/j.cnki.rddl.003434,9,Journal,ar,Article,,21101046627,0,False,,,10015221,,2,,,true,Guangdong Academy of Sciences,Guangzhou,China,en,2022,Wang C.
true,"[{'@_fa': 'true', '@ref': 'self', '@href': 'https://api.elsevier.com/content/abstract/scopus_id/85127774296'}, {'@_fa': 'true', '@ref': 'author-affiliation', '@href': 'https://api.elsevier.com/content/abstract/scopus_id/85127774296?field=author,affiliation'}, {'@_fa': 'true', '@ref': 'scopus', '@href': 'https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85127774296&origin=inward'}, {'@_fa': 'true', '@ref': 'scopus-citedby', '@href': 'https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85127774296&origin=inward'}]",https://api.elsevier.com/content/abstract/scopus_id/85127774296,SCOPUS_ID:85127774296,2-s2.0-85127774296,"A Taxonomy of Bottom-Up, Community Planning and Participatory Tools in the Urban Planning Context",Seve B.,"Architecture, City and Environment",18864805,16,,2022-02-01,Feb. 2022,10.5821/ace.16.48.10623,6,Journal,ar,Article,10623,19900192151,1,True,"[{'$': 'all'}, {'$': 'publisherfullgold'}]","[{'$': 'All Open Access'}, {'$': 'Gold'}]",18877052,,48,,,true,ETSAB-UPC,Mallorca,Spain,en,2022,Seve B.
true,"[{'@_fa': 'true', '@ref': 'self', '@href': 'https://api.elsevier.com/content/abstract/scopus_id/85124073552'}, {'@_fa': 'true', '@ref': 'author-affiliation', '@href': 'https://api.elsevier.com/content/abstract/scopus_id/85124073552?field=author,affiliation'}, {'@_fa': 'true', '@ref': 'scopus', '@href': 'https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85124073552&origin=inward'}, {'@_fa': 'true', '@ref': 'scopus-citedby', '@href': 'https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85124073552&origin=inward'}]",https://api.elsevier.com/content/abstract/scopus_id/85124073552,SCOPUS_ID:85124073552,2-s2.0-85124073552,"Ecosystems Services and Green Infrastructure for Respiratory Health Protection: A Data Science Approach for Paraná, Brazil",da Silva L.P.,Sustainability (Switzerland),20711050,14,,2022-02-01,February-1 2022,10.3390/su14031835,2,Journal,ar,Article,1835,21100240100,1,True,"[{'$': 'all'}, {'$': 'publisherfullgold'}]","[{'$': 'All Open Access'}, {'$': 'Gold'}]",,,3,,,true,Pontifícia Universidade Católica do Paraná,Curitiba,Brazil,en,2022,da Silva L.P.
true,"[{'@_fa': 'true', '@ref': 'self', '@href': 'https://api.elsevier.com/content/abstract/scopus_id/85120620330'}, {'@_fa': 'true', '@ref': 'author-affiliation', '@href': 'https://api.elsevier.com/content/abstract/scopus_id/85120620330?field=author,affiliation'}, {'@_fa': 'true', '@ref': 'scopus', '@href': 'https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85120620330&origin=inward'}, {'@_fa': 'true', '@ref': 'scopus-citedby', '@href': 'https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85120620330&origin=inward'}, {'@_fa': 'true', '@ref': 'full-text', '@href': 'https://api.elsevier.com/content/article/eid/1-s2.0-S0264275121003814'}]",https://api.elsevier.com/content/abstract/scopus_id/85120620330,SCOPUS_ID:85120620330,2-s2.0-85120620330,The six dimensions of built environment on urban vitality: Fusion evidence from multi-source data,Li X.,Cities,,121,,2022-02-01,February 2022,10.1016/j.cities.2021.103482,124,Journal,ar,Article,103482,16956,0,False,,,02642751,S0264275121003814,,,,true,Wuhan University,Wuhan,China,en,2022,Li X.
true,"[{'@_fa': 'true', '@ref': 'self', '@href': 'https://api.elsevier.com/content/abstract/scopus_id/85120457070'}, {'@_fa': 'true', '@ref': 'author-affiliation', '@href': 'https://api.elsevier.com/content/abstract/scopus_id/85120457070?field=author,affiliation'}, {'@_fa': 'true', '@ref': 'scopus', '@href': 'https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85120457070&origin=inward'}, {'@_fa': 'true', '@ref': 'scopus-citedby', '@href': 'https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85120457070&origin=inward'}, {'@_fa': 'true', '@ref': 'full-text', '@href': 'https://api.elsevier.com/content/article/eid/1-s2.0-S2210670721008465'}]",https://api.elsevier.com/content/abstract/scopus_id/85120457070,SCOPUS_ID:85120457070,2-s2.0-85120457070,Reconceptualizing urban heat island: Beyond the urban-rural dichotomy,Wang Z.H.,Sustainable Cities and Society,,77,,2022-02-01,February 2022,10.1016/j.scs.2021.103581,55,Journal,re,Review,103581,19700194105,1,True,"[{'$': 'all'}, {'$': 'publisherfree2read'}]","[{'$': 'All Open Access'}, {'$': 'Bronze'}]",22106707,S2210670721008465,,,,true,Ira A. Fulton Schools of Engineering,Tempe,United States,en,2022,Wang Z.H.
true,"[{'@_fa': 'true', '@ref': 'self', '@href': 'https://api.elsevier.com/content/abstract/scopus_id/85119859864'}, {'@_fa': 'true', '@ref': 'author-affiliation', '@href': 'https://api.elsevier.com/content/abstract/scopus_id/85119859864?field=author,affiliation'}, {'@_fa': 'true', '@ref': 'scopus', '@href': 'https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85119859864&origin=inward'}, {'@_fa': 'true', '@ref': 'scopus-citedby', '@href': 'https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85119859864&origin=inward'}]",https://api.elsevier.com/content/abstract/scopus_id/85119859864,SCOPUS_ID:85119859864,2-s2.0-85119859864,Citizens and cities: Leveraging citizen science and big data for sustainable urban development,Cappa F.,Business Strategy and the Environment,10990836,31,648-667,2022-02-01,February 2022,10.1002/bse.2942,66,Journal,ar,Article,,23406,1,True,"[{'$': 'all'}, {'$': 'repository'}, {'$': 'repositoryvor'}]","[{'$': 'All Open Access'}, {'$': 'Green'}]",09644733,,2,,,true,LUISS University,Rome,Italy,en,2022,Cappa F.
true,"[{'@_fa': 'true', '@ref': 'self', '@href': 'https://api.elsevier.com/content/abstract/scopus_id/85123287501'}, {'@_fa': 'true', '@ref': 'author-affiliation', '@href': 'https://api.elsevier.com/content/abstract/scopus_id/85123287501?field=author,affiliation'}, {'@_fa': 'true', '@ref': 'scopus', '@href': 'https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85123287501&origin=inward'}, {'@_fa': 'true', '@ref': 'scopus-citedby', '@href': 'https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85123287501&origin=inward'}]",https://api.elsevier.com/content/abstract/scopus_id/85123287501,SCOPUS_ID:85123287501,2-s2.0-85123287501,Monitoring and Understanding Urban Transformation: A Mixed Method Approach,Bannan T.J.,Frontiers in Sustainable Cities,26249634,3,,2022-01-13,13 January 2022,10.3389/frsc.2021.787484,6,Journal,ar,Article,787484,21101072515,1,True,"[{'$': 'all'}, {'$': 'publisherfullgold'}, {'$': 'repository'}, {'$': 'repositoryam'}]","[{'$': 'All Open Access'}, {'$': 'Gold'}, {'$': 'Green'}]",,,,,,true,The University of Manchester,Manchester,United Kingdom,en,2022,Bannan T.J.
true,"[{'@_fa': 'true', '@ref': 'self', '@href': 'https://api.elsevier.com/content/abstract/scopus_id/85139967582'}, {'@_fa': 'true', '@ref': 'author-affiliation', '@href': 'https://api.elsevier.com/content/abstract/scopus_id/85139967582?field=author,affiliation'}, {'@_fa': 'true', '@ref': 'scopus', '@href': 'https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85139967582&origin=inward'}, {'@_fa': 'true', '@ref': 'scopus-citedby', '@href': 'https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85139967582&origin=inward'}]",https://api.elsevier.com/content/abstract/scopus_id/85139967582,SCOPUS_ID:85139967582,2-s2.0-85139967582,Digital twin for indoor disaster in smart city: A systematic review,Shaharuddin S.,"International Archives of the Photogrammetry, Remote Sensing and Spatial Information Sciences - ISPRS Archives",,46,315-322,2022-01-10,10 January 2022,10.5194/isprs-archives-XLVI-4-W3-2021-315-2022,13,Conference Proceeding,cp,Conference Paper,,21100248929,1,True,"[{'$': 'all'}, {'$': 'publisherfullgold'}]","[{'$': 'All Open Access'}, {'$': 'Gold'}]",16821750,,4/W3-2021,,,true,Universiti Kebangsaan Malaysia,Bangi,Malaysia,en,2022,Shaharuddin S.
true,"[{'@_fa': 'true', '@ref': 'self', '@href': 'https://api.elsevier.com/content/abstract/scopus_id/85172339317'}, {'@_fa': 'true', '@ref': 'author-affiliation', '@href': 'https://api.elsevier.com/content/abstract/scopus_id/85172339317?field=author,affiliation'}, {'@_fa': 'true', '@ref': 'scopus', '@href': 'https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85172339317&origin=inward'}, {'@_fa': 'true', '@ref': 'scopus-citedby', '@href': 'https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85172339317&origin=inward'}]",https://api.elsevier.com/content/abstract/scopus_id/85172339317,SCOPUS_ID:85172339317,2-s2.0-85172339317,Prioritizing Inclusion in Urban Development,Greera C.,"International Symposium on Technology and Society, Proceedings",,2022-November,,2022-01-01,2022,10.1109/ISTAS55053.2022.10227110,0,Conference Proceeding,cp,Conference Paper,,21101179152,0,False,,,,,,"[{'@_fa': 'true', '$': '[9781665484107]'}]",,true,Arizona State University,Tempe,United States,en,2022,Greera C.
true,"[{'@_fa': 'true', '@ref': 'self', '@href': 'https://api.elsevier.com/content/abstract/scopus_id/85167777801'}, {'@_fa': 'true', '@ref': 'author-affiliation', '@href': 'https://api.elsevier.com/content/abstract/scopus_id/85167777801?field=author,affiliation'}, {'@_fa': 'true', '@ref': 'scopus', '@href': 'https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85167777801&origin=inward'}, {'@_fa': 'true', '@ref': 'scopus-citedby', '@href': 'https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85167777801&origin=inward'}]",https://api.elsevier.com/content/abstract/scopus_id/85167777801,SCOPUS_ID:85167777801,2-s2.0-85167777801,"Evaluation of Smart Agitation Prediction and Management for Dementia Care and Novel Universal Village Oriented Solution for Integration, Resilience, Inclusiveness and Sustainability",Zhang K.,"6th IEEE International Conference on Universal Village, UV 2022",,,,2022-01-01,2022,10.1109/UV56588.2022.10185497,0,Conference Proceeding,cp,Conference Paper,,21101171589,0,False,,,,,,"[{'@_fa': 'true', '$': '[9781665474771]'}]",,true,Universal Village Society,Cambridge,United States,en,2022,Zhang K.
true,"[{'@_fa': 'true', '@ref': 'self', '@href': 'https://api.elsevier.com/content/abstract/scopus_id/85151703025'}, {'@_fa': 'true', '@ref': 'author-affiliation', '@href': 'https://api.elsevier.com/content/abstract/scopus_id/85151703025?field=author,affiliation'}, {'@_fa': 'true', '@ref': 'scopus', '@href': 'https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85151703025&origin=inward'}, {'@_fa': 'true', '@ref': 'scopus-citedby', '@href': 'https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85151703025&origin=inward'}, {'@_fa': 'true', '@ref': 'full-text', '@href': 'https://api.elsevier.com/content/article/eid/3-s2.0-B9780323917186000025'}]",https://api.elsevier.com/content/abstract/scopus_id/85151703025,SCOPUS_ID:85151703025,2-s2.0-85151703025,Enter the 15-minute city: revisiting the smart city concept under a proximity based planning lens,Allam Z.,"Resilient and Sustainable Cities: Research, Policy and Practice",,,93-105,2022-01-01,1 January 2022,10.1016/B978-0-323-91718-6.00002-5,4,Book,ch,Book Chapter,,21101144667,0,False,,,,,,"[{'@_fa': 'true', '$': '[9780323917186, 9780323986243]'}]",,true,Université Paris 1 Panthéon-Sorbonne,Paris,France,en,2022,Allam Z.
true,"[{'@_fa': 'true', '@ref': 'self', '@href': 'https://api.elsevier.com/content/abstract/scopus_id/85149880072'}, {'@_fa': 'true', '@ref': 'author-affiliation', '@href': 'https://api.elsevier.com/content/abstract/scopus_id/85149880072?field=author,affiliation'}, {'@_fa': 'true', '@ref': 'scopus', '@href': 'https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85149880072&origin=inward'}, {'@_fa': 'true', '@ref': 'scopus-citedby', '@href': 'https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85149880072&origin=inward'}]",https://api.elsevier.com/content/abstract/scopus_id/85149880072,SCOPUS_ID:85149880072,2-s2.0-85149880072,High Performance Computing Infrastructure in Technical University Research,Gorgan D.,"Proceedings - 2022 IEEE 18th International Conference on Intelligent Computer Communication and Processing Conference, ICCP 2022",,,263-271,2022-01-01,2022,10.1109/ICCP56966.2022.10053974,1,Conference Proceeding,cp,Conference Paper,,21101140405,0,False,,,,,,"[{'@_fa': 'true', '$': '[9781665464376]'}]",,true,Universitatea Tehnica din Cluj-Napoca,Cluj Napoca,Romania,en,2022,Gorgan D.
true,"[{'@_fa': 'true', '@ref': 'self', '@href': 'https://api.elsevier.com/content/abstract/scopus_id/85147499276'}, {'@_fa': 'true', '@ref': 'author-affiliation', '@href': 'https://api.elsevier.com/content/abstract/scopus_id/85147499276?field=author,affiliation'}, {'@_fa': 'true', '@ref': 'scopus', '@href': 'https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85147499276&origin=inward'}, {'@_fa': 'true', '@ref': 'scopus-citedby', '@href': 'https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85147499276&origin=inward'}]",https://api.elsevier.com/content/abstract/scopus_id/85147499276,SCOPUS_ID:85147499276,2-s2.0-85147499276,The Rebranding of Newcastle as a Smart City. Cui Bono?,Avril E.,Angles,22742042,,,2022-01-01,2022,10.4000/angles.5798,0,Journal,ar,Article,,21101039166,1,True,"[{'$': 'all'}, {'$': 'publisherfullgold'}]","[{'$': 'All Open Access'}, {'$': 'Gold'}]",,,15,,,true,Université de la Sorbonne Nouvelle Paris III,Paris,France,en,2022,Avril E.
true,"[{'@_fa': 'true', '@ref': 'self', '@href': 'https://api.elsevier.com/content/abstract/scopus_id/85141440770'}, {'@_fa': 'true', '@ref': 'author-affiliation', '@href': 'https://api.elsevier.com/content/abstract/scopus_id/85141440770?field=author,affiliation'}, {'@_fa': 'true', '@ref': 'scopus', '@href': 'https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85141440770&origin=inward'}, {'@_fa': 'true', '@ref': 'scopus-citedby', '@href': 'https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85141440770&origin=inward'}]",https://api.elsevier.com/content/abstract/scopus_id/85141440770,SCOPUS_ID:85141440770,2-s2.0-85141440770,Social Media in Business Intelligence as a Solution Toward Social Problems: A Systematic Literature Review,Madyatmadja E.D.,"Proceedings of 2022 International Conference on Information Management and Technology, ICIMTech 2022",,,505-510,2022-01-01,2022,10.1109/ICIMTech55957.2022.9915261,1,Conference Proceeding,cp,Conference Paper,,21101119504,0,False,,,,,,"[{'@_fa': 'true', '$': '[9781665450904]'}]",,true,Bina Nusantara University,Jakarta,Indonesia,en,2022,Madyatmadja E.D.
true,"[{'@_fa': 'true', '@ref': 'self', '@href': 'https://api.elsevier.com/content/abstract/scopus_id/85138995472'}, {'@_fa': 'true', '@ref': 'author-affiliation', '@href': 'https://api.elsevier.com/content/abstract/scopus_id/85138995472?field=author,affiliation'}, {'@_fa': 'true', '@ref': 'scopus', '@href': 'https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85138995472&origin=inward'}, {'@_fa': 'true', '@ref': 'scopus-citedby', '@href': 'https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85138995472&origin=inward'}]",https://api.elsevier.com/content/abstract/scopus_id/85138995472,SCOPUS_ID:85138995472,2-s2.0-85138995472,Enhancing the Discrete Choice Model of Residential Location with Big Data and Representation Learning,Duan J.,"CICTP 2022: Intelligent, Green, and Connected Transportation - Proceedings of the 22nd COTA International Conference of Transportation Professionals",,,2526-2535,2022-01-01,2022,10.1061/9780784484265.238,0,Conference Proceeding,cp,Conference Paper,,21101111502,0,False,,,,,,"[{'@_fa': 'true', '$': '[9780784484265]'}]",,true,Tsinghua University,Beijing,China,en,2022,Duan J.
true,"[{'@_fa': 'true', '@ref': 'self', '@href': 'https://api.elsevier.com/content/abstract/scopus_id/85138272325'}, {'@_fa': 'true', '@ref': 'author-affiliation', '@href': 'https://api.elsevier.com/content/abstract/scopus_id/85138272325?field=author,affiliation'}, {'@_fa': 'true', '@ref': 'scopus', '@href': 'https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85138272325&origin=inward'}, {'@_fa': 'true', '@ref': 'scopus-citedby', '@href': 'https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85138272325&origin=inward'}]",https://api.elsevier.com/content/abstract/scopus_id/85138272325,SCOPUS_ID:85138272325,2-s2.0-85138272325,Spatial Knowledge and Urban Planning,Heinrich A.J.,Urban Planning,21837635,7,185-190,2022-01-01,2022,10.17645/up.v7i3.6101,0,Journal,ed,Editorial,,21100856191,1,True,"[{'$': 'all'}, {'$': 'publisherfullgold'}, {'$': 'repository'}, {'$': 'repositoryvor'}]","[{'$': 'All Open Access'}, {'$': 'Gold'}, {'$': 'Green'}]",,,3,,,true,Technische Universität Berlin,Berlin,Germany,en,2022,Heinrich A.J.
true,"[{'@_fa': 'true', '@ref': 'self', '@href': 'https://api.elsevier.com/content/abstract/scopus_id/85137175763'}, {'@_fa': 'true', '@ref': 'author-affiliation', '@href': 'https://api.elsevier.com/content/abstract/scopus_id/85137175763?field=author,affiliation'}, {'@_fa': 'true', '@ref': 'scopus', '@href': 'https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85137175763&origin=inward'}, {'@_fa': 'true', '@ref': 'scopus-citedby', '@href': 'https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85137175763&origin=inward'}]",https://api.elsevier.com/content/abstract/scopus_id/85137175763,SCOPUS_ID:85137175763,2-s2.0-85137175763,Landscape Ecological Planning of Urban Green Space System Based on Deep Learning,Sun R.Y.,CIBDA 2022 - 3rd International Conference on Computer Information and Big Data Applications,,,1044-1050,2022-01-01,2022,,0,Conference Proceeding,cp,Conference Paper,,21101105062,0,False,,,,,,"[{'@_fa': 'true', '$': '[9783800758760]'}]",,true,Northwest A&amp;F University,Yangling,China,en,2022,Sun R.Y.
true,"[{'@_fa': 'true', '@ref': 'self', '@href': 'https://api.elsevier.com/content/abstract/scopus_id/85133473808'}, {'@_fa': 'true', '@ref': 'author-affiliation', '@href': 'https://api.elsevier.com/content/abstract/scopus_id/85133473808?field=author,affiliation'}, {'@_fa': 'true', '@ref': 'scopus', '@href': 'https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85133473808&origin=inward'}, {'@_fa': 'true', '@ref': 'scopus-citedby', '@href': 'https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85133473808&origin=inward'}]",https://api.elsevier.com/content/abstract/scopus_id/85133473808,SCOPUS_ID:85133473808,2-s2.0-85133473808,"2022 Smart Cities Symposium Prague, SCSP 2022",,"2022 Smart Cities Symposium Prague, SCSP 2022",,,,2022-01-01,2022,,0,Conference Proceeding,cr,Conference Review,,21101094892,0,False,,,,,,"[{'@_fa': 'true', '$': '[9781665479233]'}]",,,,,,en,2022,
true,"[{'@_fa': 'true', '@ref': 'self', '@href': 'https://api.elsevier.com/content/abstract/scopus_id/85132663054'}, {'@_fa': 'true', '@ref': 'author-affiliation', '@href': 'https://api.elsevier.com/content/abstract/scopus_id/85132663054?field=author,affiliation'}, {'@_fa': 'true', '@ref': 'scopus', '@href': 'https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85132663054&origin=inward'}, {'@_fa': 'true', '@ref': 'scopus-citedby', '@href': 'https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85132663054&origin=inward'}]",https://api.elsevier.com/content/abstract/scopus_id/85132663054,SCOPUS_ID:85132663054,2-s2.0-85132663054,The Introduction to Informed Urban Environments,Chokhachian A.,Urban Book Series,23657588,,1-10,2022-01-01,2022,10.1007/978-3-031-03803-7_1,0,Book Series,ch,Book Chapter,,21100889691,0,False,,,2365757X,,,,,true,Technische Universität München,Munich,Germany,en,2022,Chokhachian A.
true,"[{'@_fa': 'true', '@ref': 'self', '@href': 'https://api.elsevier.com/content/abstract/scopus_id/85124253066'}, {'@_fa': 'true', '@ref': 'author-affiliation', '@href': 'https://api.elsevier.com/content/abstract/scopus_id/85124253066?field=author,affiliation'}, {'@_fa': 'true', '@ref': 'scopus', '@href': 'https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85124253066&origin=inward'}, {'@_fa': 'true', '@ref': 'scopus-citedby', '@href': 'https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85124253066&origin=inward'}, {'@_fa': 'true', '@ref': 'full-text', '@href': 'https://api.elsevier.com/content/article/eid/1-s2.0-S2666188822000028'}]",https://api.elsevier.com/content/abstract/scopus_id/85124253066,SCOPUS_ID:85124253066,2-s2.0-85124253066,Neighborhood sustainability assessment tools: Research trends and forecast for the built environment,Dawodu A.,Sustainable Futures,,4,,2022-01-01,January 2022,10.1016/j.sftr.2022.100064,20,Journal,ar,Article,100064,21101065044,1,True,"[{'$': 'all'}, {'$': 'publisherfullgold'}, {'$': 'repository'}, {'$': 'repositoryam'}]","[{'$': 'All Open Access'}, {'$': 'Gold'}, {'$': 'Green'}]",26661888,S2666188822000028,,,,true,University of Nottingham Ningbo China,Ningbo,China,en,2022,Dawodu A.
true,"[{'@_fa': 'true', '@ref': 'self', '@href': 'https://api.elsevier.com/content/abstract/scopus_id/85123538292'}, {'@_fa': 'true', '@ref': 'author-affiliation', '@href': 'https://api.elsevier.com/content/abstract/scopus_id/85123538292?field=author,affiliation'}, {'@_fa': 'true', '@ref': 'scopus', '@href': 'https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85123538292&origin=inward'}, {'@_fa': 'true', '@ref': 'scopus-citedby', '@href': 'https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85123538292&origin=inward'}]",https://api.elsevier.com/content/abstract/scopus_id/85123538292,SCOPUS_ID:85123538292,2-s2.0-85123538292,Evaluation of Community Livability Using Gridded Basic Urban Geographical Data—A Case Study of Wuhan,Luo Q.,ISPRS International Journal of Geo-Information,22209964,11,,2022-01-01,January 2022,10.3390/ijgi11010038,10,Journal,ar,Article,38,21100427639,1,True,"[{'$': 'all'}, {'$': 'publisherfullgold'}]","[{'$': 'All Open Access'}, {'$': 'Gold'}]",,,1,,,true,Wuhan University,Wuhan,China,en,2022,Luo Q.
true,"[{'@_fa': 'true', '@ref': 'self', '@href': 'https://api.elsevier.com/content/abstract/scopus_id/85123497432'}, {'@_fa': 'true', '@ref': 'author-affiliation', '@href': 'https://api.elsevier.com/content/abstract/scopus_id/85123497432?field=author,affiliation'}, {'@_fa': 'true', '@ref': 'scopus', '@href': 'https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85123497432&origin=inward'}, {'@_fa': 'true', '@ref': 'scopus-citedby', '@href': 'https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85123497432&origin=inward'}]",https://api.elsevier.com/content/abstract/scopus_id/85123497432,SCOPUS_ID:85123497432,2-s2.0-85123497432,"Worth-making in a datafied world: Urban cycling, smart urbanism, and technologies of justification in Santiago de Chile",Tironi M.,Information Society,10876537,38,100-116,2022-01-01,2022,10.1080/01972243.2022.2027587,2,Journal,ar,Article,,15136,0,False,,,01972243,,2,,,true,Pontificia Universidad Católica de Chile,Santiago,Chile,en,2022,Tironi M.
true,"[{'@_fa': 'true', '@ref': 'self', '@href': 'https://api.elsevier.com/content/abstract/scopus_id/85117508338'}, {'@_fa': 'true', '@ref': 'author-affiliation', '@href': 'https://api.elsevier.com/content/abstract/scopus_id/85117508338?field=author,affiliation'}, {'@_fa': 'true', '@ref': 'scopus', '@href': 'https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85117508338&origin=inward'}, {'@_fa': 'true', '@ref': 'scopus-citedby', '@href': 'https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85117508338&origin=inward'}]",https://api.elsevier.com/content/abstract/scopus_id/85117508338,SCOPUS_ID:85117508338,2-s2.0-85117508338,Co-Designing Planning Support Systems in Urban Science: The Questions They Answer and the Questions They Raise,Rittenbruch M.,Journal of Urban Technology,14661853,29,7-32,2022-01-01,2022,10.1080/10630732.2021.1980319,12,Journal,ar,Article,,13312,0,False,,,10630732,,2,,,true,Queensland University of Technology,Brisbane,Australia,en,2022,Rittenbruch M.
true,"[{'@_fa': 'true', '@ref': 'self', '@href': 'https://api.elsevier.com/content/abstract/scopus_id/85115954534'}, {'@_fa': 'true', '@ref': 'author-affiliation', '@href': 'https://api.elsevier.com/content/abstract/scopus_id/85115954534?field=author,affiliation'}, {'@_fa': 'true', '@ref': 'scopus', '@href': 'https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85115954534&origin=inward'}, {'@_fa': 'true', '@ref': 'scopus-citedby', '@href': 'https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85115954534&origin=inward'}, {'@_fa': 'true', '@ref': 'full-text', '@href': 'https://api.elsevier.com/content/article/eid/1-s2.0-S019897152100123X'}]",https://api.elsevier.com/content/abstract/scopus_id/85115954534,SCOPUS_ID:85115954534,2-s2.0-85115954534,Cultivating historical heritage area vitality using urban morphology approach based on big data and machine learning,Wu J.,"Computers, Environment and Urban Systems",,91,,2022-01-01,January 2022,10.1016/j.compenvurbsys.2021.101716,57,Journal,ar,Article,101716,23269,1,True,"[{'$': 'all'}, {'$': 'publisherhybridgold'}, {'$': 'repository'}, {'$': 'repositoryvor'}, {'$': 'repositoryam'}]","[{'$': 'All Open Access'}, {'$': 'Hybrid Gold'}, {'$': 'Green'}]",01989715,S019897152100123X,,,,true,"College of Agriculture &amp; Biotechnology, Zhejiang University",Hangzhou,China,en,2022,Wu J.
