dc:title,dc:creator,prism:publicationName,prism:doi,citedby-count,openaccessFlag,affilname,affiliation-city,affiliation-country,abstract,processedAbstract,ano,topic_distribution
Nonlinear and Synergistic Effects of Built Environment Indicators on Street Vitality: A Case Study of Humid and Hot Urban Cities,Li J.,Sustainability (Switzerland),10.3390/su16051731,5,True,Hainan University,Haikou,China,"Street vitality has become an important indicator for evaluating the attractiveness and potential for the sustainable development of urban neighborhoods. However, research on this topic may overestimate or underestimate the effects of different influencing factors, as most studies overlook the prevalent nonlinear and synergistic effects. This study takes the central urban districts of humid–hot cities in developing countries as an example, utilizing readily available big data sources such as Baidu Heat Map data, Baidu Map data, Baidu Building data, urban road network data, and Amap’s Point of Interest (POI) data to construct a Gradient-Boosting Decision Tree (GBDT) model. This model reveals the nonlinear and synergistic effects of different built environment factors on street vitality. The study finds that (1) construction intensity plays a crucial role in the early stages of urban street development (with a contribution value of 0.71), and as the city matures, the role of diversity gradually becomes apparent (with the contribution value increasing from 0.03 to 0.08); (2) the built environment factors have nonlinear impacts on street vitality; for example, POI density has different thresholds in the three cities (300, 200, and 500); (3) there are significant synergistic effects between different dimensions and indicators of the built environment, such as when the POI density is high and integration exceeds 1.5, a positive synergistic effect is notable, whereas a negative synergistic effect occurs when POI is low. This article further discusses the practical implications of the research findings, providing nuanced and targeted policy suggestions for humid–hot cities at different stages of development.","['become', 'practical', 'prevalent', 'influencing', 'high', 'exceeds', 'gradientboosting', 'stages', 'integration', 'dimensions', 'providing', 'map', 'overlook', 'evaluating', 'implications', 'whereas', 'heat', 'readily', 'amaps', 'cities', 'contribution', 'neighborhoods', 'finds', 'vitality', 'nuanced', 'indicator', 'positive', 'takes', 'overestimate', 'role', 'sustainable', 'three', 'significant', 'discusses', 'street', 'central', 'road', 'network', 'may', 'thresholds', 'nonlinear', 'developing', 'matures', 'early', 'value', 'suggestions', 'baidu', 'negative', 'important', 'humidhot', 'reveals', 'diversity', 'studies', 'indicators', 'construct', 'factors', 'gbdt', 'available', 'built', 'intensity', 'synergistic', 'plays', 'apparent', 'low', 'increasing', 'crucial', 'point', 'effects', 'city', 'policy', 'countries', 'underestimate', 'interest', 'potential', 'impacts', 'notable', 'targeted', 'example', 'construction', 'density', 'tree', 'building', 'utilizing', 'different', 'effect', 'gradually', 'sources', 'topic', 'districts', 'poi', 'becomes', 'environment', 'occurs', 'attractiveness', 'decision']",2024,"[(1, 0.75331956), (3, 0.24578851)]"
Prediction of the Subgrade Soil California Bearing Ratio Using Machine Learning and Neuro-Fuzzy Inference System Techniques: A Sustainable Approach in Urban Infrastructure Development,Gowda S.,Urban Science,10.3390/urbansci8010004,1,True,"Central Road Research Institute, New Delhi",New Delhi,India,"In the realm of urban geotechnical infrastructure development, accurate estimation of the California Bearing Ratio (CBR), a key indicator of the strength of unbound granular material and subgrade soil, is paramount for pavement design. Traditional laboratory methods for obtaining CBR values are time-consuming and labor-intensive, prompting the exploration of novel computational strategies. This paper illustrates the development and application of machine learning techniques—multivariate linear regression (MLR), artificial neural networks (ANN), and the adaptive neuro-fuzzy inference system (ANFIS)—to indirectly predict the CBR based on the soil type, plasticity index (PI), and maximum dry density (MDD). Our study analyzed 2191 soil samples for parameters including PI, MDD, particle size distribution, and CBR, leveraging theoretical calculations and big data analysis. The ANFIS demonstrated superior performance in CBR prediction with an R2 value of 0.81, surpassing both MLR and ANN. Sensitivity analysis revealed the PI as the most significant parameter affecting the CBR, carrying a relative importance of 46%. The findings under-score the potent potential of machine learning and neuro-fuzzy inference systems in the sustainable management of non-renewable urban resources and provide crucial insights for urban planning, construction materials selection, and infrastructure development. This study bridges the gap between computational techniques and geotechnical engineering, heralding a new era of intelligent urban resource management.","['ann', 'subgrade', 'management', 'new', 'systems', 'inference', 'dry', 'realm', 'theoretical', 'bearing', 'geotechnical', 'laboratory', 'timeconsuming', 'revealed', 'unbound', 'relative', 'carrying', 'traditional', 'particle', 'insights', 'indicator', 'linear', 'cbr', 'potent', 'resources', 'predict', 'underscore', 'anfis', 'including', 'artificial', 'sustainable', 'selection', 'significant', 'ratio', 'neural', 'provide', 'strength', 'maximum', 'exploration', 'pi', 'accurate', 'leveraging', 'prompting', 'novel', 'engineering', 'plasticity', 'affecting', 'nonrenewable', 'heralding', 'index', 'estimation', 'anfisto', 'parameter', 'indirectly', 'california', 'value', 'laborintensive', 'type', 'pavement', 'regression', 'techniquesmultivariate', 'importance', 'analyzed', 'bridges', 'strategies', 'gap', 'key', 'neurofuzzy', 'mdd', 'materials', 'samples', 'learning', 'era', 'calculations', 'sensitivity', 'superior', 'machine', 'crucial', 'intelligent', 'infrastructure', 'illustrates', 'techniques', 'distribution', 'demonstrated', 'resource', 'mlr', 'prediction', 'surpassing', 'potential', 'obtaining', 'size', 'networks', 'parameters', 'construction', 'material', 'computational', 'density', 'soil', 'granular', 'system', 'paramount', 'values', 'adaptive']",2024,"[(0, 0.99812526)]"
Demand Evaluation of Urban Underground Space through Geospatial Big Data,Ge R.,Journal of Urban Planning and Development,10.1061/JUPDDM.UPENG-4251,1,False,Hefei University of Technology,Hefei,China,"The development of urban underground space (UUS) is an important approach to the sustainable development of modern cities. This means that assessing potential demand differences in undeveloped UUS can inform the areas that need to be prioritized for development in urban planning and development. The recent emergence of geospatial big data provides fine-grained support for capturing changes in the development of various urban subjects. However, to date, research applying geospatial big data to UUS assessment has been limited. In this study, UUS evaluation indicators were constructed using geospatial Big Data, and the weights of the indicators driving the existing UUS demand were determined based on the Geodetector model, avoiding the drawbacks of human subjective influence and the lack of reference of general methods. It also combined the linear weighting method to quantify the UUS demand in undeveloped areas within the grid based on the attribute values and weights of each indicator and used the magnitude of the resulting demand values to provide a grid-scale judgment of priority areas for future underground space development. Taking the Qiantang District of Hangzhou, China, as an example, it was verified that the high-demand areas are consistent with the existing UUS distribution, indicating that the UUS demand evaluation model based on geospatial big data established in this study is feasible and accurate, and in this way, new high-demand areas were circled in the undeveloped areas as a direction for future urban underground development.","['new', 'existing', 'method', 'capturing', 'hangzhou', 'district', 'human', 'gridscale', 'various', 'modern', 'limited', 'inform', 'cities', 'judgment', 'weights', 'subjects', 'linear', 'indicator', 'recent', 'grid', 'assessing', 'driving', 'sustainable', 'geospatial', 'drawbacks', 'way', 'demand', 'need', 'circled', 'provide', 'general', 'subjective', 'accurate', 'reference', 'space', 'areas', 'emergence', 'undeveloped', 'provides', 'geodetector', 'means', 'avoiding', 'finegrained', 'verified', 'determined', 'important', 'indicators', 'magnitude', 'quantify', 'constructed', 'resulting', 'prioritized', 'feasible', 'qiantang', 'established', 'within', 'applying', 'lack', 'changes', 'influence', 'date', 'direction', 'distribution', 'underground', 'potential', 'taking', 'combined', 'example', 'indicating', 'uus', 'consistent', 'support', 'future', 'differences', 'priority', 'weighting', 'values', 'attribute', 'highdemand']",2024,"[(1, 0.99824846)]"
Environmental factors for outdoor jogging in Beijing: Insights from using explainable spatial machine learning and massive trajectory data,Yang W.,Landscape and Urban Planning,10.1016/j.landurbplan.2023.104969,16,False,Chongqing University,Chongqing,China,"Outdoor jogging, as a physical exercise beneficial for health, has proliferated worldwide. However, understanding the nonlinear and heterogeneous associations between environmental factors and jogging behavior remains challenging. This study established an explainable spatial machine learning framework combining Geographically Weighted-Random Forest (GW-RF) and SHapley Additive exPlanation (SHAP) model to address the nonlinearity, spatial heterogeneity, and interpretability. Using large-scale GPS trajectories and multi-source big data, this study provides the global and local explanations of nonlinear associations in Beijing, China. Our findings highlight that (1) Built Environment (BE) factors play a more important role than visual landscape factors in determining jogging behavior, with sports facilities such as tracks and parks having higher contributions. (2) All environmental variables, including the BE, visual landscape, and social economics, exhibit nonlinear and threshold effects on jogging behavior. (3) Certain factors such as population density, number of parks, Greening View Index, and Sky View Index exhibit differential effects across different periods, regions, and mobility patterns of jogging. (4) Compared with the Ordinary Least Squares model, Geographically Weighted Regression model, and Random Forest model, GW-RF model demonstrates improved performance in modeling and predicting the jogging flow. The findings have important implications for urban planners seeking to create a supportive environment that promotes outdoor jogging.","['exercise', 'patterns', 'social', 'number', 'heterogeneous', 'supportive', 'periods', 'view', 'ordinary', 'global', 'implications', 'sky', 'promotes', 'interpretability', 'determining', 'trajectories', 'nonlinearity', 'explainable', 'exhibit', 'demonstrates', 'squares', 'weightedrandom', 'predicting', 'role', 'including', 'across', 'combining', 'least', 'regions', 'gwrf', 'modeling', 'multisource', 'visual', 'population', 'beijing', 'proliferated', 'higher', 'variables', 'sports', 'contributions', 'parks', 'provides', 'worldwide', 'heterogeneity', 'nonlinear', 'index', 'highlight', 'largescale', 'behavior', 'remains', 'greening', 'important', 'associations', 'beneficial', 'regression', 'geographically', 'compared', 'forest', 'factors', 'local', 'health', 'built', 'planners', 'outdoor', 'established', 'create', 'learning', 'random', 'differential', 'weighted', 'landscape', 'machine', 'effects', 'certain', 'challenging', 'address', 'mobility', 'explanation', 'gps', 'flow', 'environmental', 'density', 'physical', 'shap', 'shapley', 'play', 'facilities', 'different', 'economics', 'tracks', 'seeking', 'additive', 'explanations', 'improved', 'jogging', 'environment', 'threshold']",2024,"[(1, 0.77096325), (3, 0.22816312)]"
Evolution of industrial comparative advantages and its driving mechanism of knowledge flow of cities in the Yangtze River Delta under the background of digital economy,Wang T.,Progress in Geography,10.18306/dlkxjz.2024.02.001,1,True,Ningbo University,Ningbo,China,"Many evolutionary economic geography studies emphasize the role of local capabilities in industrial development based on the path dependence theory. With the rapid development of new-generation information technology and infrastructure such as high- speed rail, the cross- regional flow of knowledge is becoming increasingly common and has a significant impact on regional and industrial evolution. Therefore, in the era of the knowledge economy, the multi-scale knowledge interaction network is crucial to the evolution mechanism of industrial comparative advantages. This study used patent citation big data and other statistical data, such as the total output value of the 2-digit manufacturing industry of 41 cities in the Yangtze River Delta in 2011, 2016 and2021 and the Logit model to analyze the evolution of industrial comparative advantages and its knowledge dynamics. The research found that: 1) With the increasingly close intercity knowledge flow network in the Yangtze River Delta, the industries with comparative advantages in cities are becoming increasingly diverse as awhole. 2) Under the premise of controlling for local capabilities and other related variables, the evolution of urban industrial comparative advantages is also significantly influenced by the advantageous industries of cities with strong knowledge flows. In other words, a city is more likely to develop its own industrial comparative advantage in the specialized field of another city that has a strong knowledge correlation with it. 3) There is asignificant knowledge network correlation in the evolution of the industrial comparative advantage structure of cities in the Yangtze River Delta. The stronger the knowledge flows, the higher the similarity of industrial comparative advantage structure between cities. To some extent, this study deepens the understanding of the knowledge dynamics and multi-scale related variety of the evolution of industrial comparative advantages in the digital economy era and helps to provide a theoretical basis for regional innovation and industrial upgrading policies.","['delta', 'evolution', 'common', 'high', 'controlling', 'analyze', 'structure', 'theoretical', 'therefore', 'river', 'rapid', 'newgeneration', 'rail', 'capabilities', 'cities', 'cross', 'likely', 'correlation', 'flows', 'policies', 'similarity', 'logit', 'role', 'specialized', 'another', 'helps', 'significant', 'increasingly', 'manufacturing', 'technology', 'evolutionary', 'provide', 'found', 'becoming', 'economic', 'higher', 'influenced', 'network', 'basis', 'output', 'variables', 'comparative', 'geography', 'premise', 'awhole', 'strong', 'interaction', 'value', 'industries', 'digital', 'asignificant', 'emphasize', 'related', 'studies', 'yangtze', 'local', 'advantageous', 'speed', 'extent', 'advantages', 'significantly', 'citation', 'path', 'era', 'advantage', 'industry', 'close', 'patent', 'crucial', 'total', 'develop', 'variety', 'infrastructure', 'dynamics', 'city', 'deepens', 'dependence', 'flow', 'economy', 'industrial', 'intercity', 'innovation', 'words', 'field', 'diverse', 'mechanism', 'statistical', 'stronger', 'multiscale', 'upgrading', 'regional', 'many']",2024,"[(1, 0.5200715), (2, 0.47895312)]"
Research on the Evaluation of Regional Scientific and Technological Innovation Capabilities Driven by Big Data,Liang K.,Sustainability (Switzerland),10.3390/su16041379,0,True,Anhui University,Hefei,China,"Scientific and technological innovation (STI) is an important internal driver of social and economic development. Reasonable evaluation of regional scientific and technological innovation (RSTI) capability helps discover shortcomings in the development of urban development and guides the allocation of scientific and technological resources and the formulation of policies to promote innovation. This paper analyzes new opportunities created by big data and artificial intelligence for the evaluation of RSTI capability, and based on this analysis, the collaborative evaluation schemes of multi-entity participation are investigated. In addition, considering the important value of unstructured data in evaluating STI, the Latent Dirichlet Allocation (LDA) topic model and sentiment analysis method are employed to analyze the construction of an evaluation indicator system that integrates scientific and technological news data. To fully utilize the respective advantages of human experts and machine learning in the field of complex issue evaluation, this paper proposes an RSTI capability evaluation model based on AHP-SMO human-machine fusion. This study promotes the integration of science and technology and economy and has theoretical and practical significance.","['intelligence', 'integrates', 'fusion', 'value', 'social', 'new', 'artificial', 'sti', 'practical', 'opportunities', 'helps', 'dirichlet', 'complex', 'internal', 'method', 'important', 'latent', 'technological', 'human', 'analyze', 'issue', 'collaborative', 'respective', 'technology', 'construction', 'theoretical', 'integration', 'driver', 'guides', 'economy', 'sentiment', 'considering', 'ahpsmo', 'scientific', 'lda', 'evaluating', 'innovation', 'shortcomings', 'economic', 'promotes', 'unstructured', 'field', 'schemes', 'investigated', 'utilize', 'advantages', 'reasonable', 'fully', 'humanmachine', 'learning', 'proposes', 'addition', 'significance', 'multientity', 'created', 'system', 'policies', 'rsti', 'participation', 'topic', 'indicator', 'science', 'analyzes', 'formulation', 'resources', 'machine', 'employed', 'news', 'regional', 'promote', 'discover', 'allocation', 'experts', 'capability']",2024,"[(2, 0.9975641)]"
Identifying up-to-date urban land-use patterns with visual and semantic features based on multisource geospatial data,Guo Y.,Sustainable Cities and Society,10.1016/j.scs.2024.105184,5,False,Central South University,Changsha,China,"The cognition of up-to-date urban land-use patterns has important guiding significance for grasping the current status of urban development, promoting sustainable urban planning and social development. Despite the emergence of various methods for identifying land-use patterns with the advent of geographic big data and related technologies, several issues, such as the suitability of the data used for exploring land-use patterns and the provision of sufficient information to characterize the land functions, are worthy of further discussion. This paper establishes a framework that fuses visual and semantic features to identify the up-to-date urban land-use patterns based on multisource geospatial data. The proposed framework mainly consists of two components: the first component is a fine-grained land-use type identification model with deep learning networks that employ an Inception-based feature extractor to obtain visual features in remote sensing (RS) images and a BERT-based feature extractor to extract semantic features from human activity-related data; the second component is the evaluation of the land-use patterns at the parcel level from diverse perspectives. The experiments on real-world data demonstrate the effectiveness and superiority of the proposed method over alternative methods for identifying the up-to-date urban land-use patterns.","['patterns', 'consists', 'social', 'several', 'method', 'activityrelated', 'realworld', 'advent', 'human', 'bertbased', 'promoting', 'components', 'various', 'perspectives', 'deep', 'proposed', 'two', 'second', 'identifying', 'effectiveness', 'uptodate', 'component', 'remote', 'grasping', 'sustainable', 'geospatial', 'multisource', 'visual', 'guiding', 'parcel', 'cognition', 'discussion', 'fuses', 'emergence', 'sensing', 'finegrained', 'type', 'important', 'feature', 'related', 'mainly', 'technologies', 'extract', 'rs', 'despite', 'demonstrate', 'exploring', 'identification', 'obtain', 'geographic', 'learning', 'superiority', 'inceptionbased', 'experiments', 'land', 'status', 'worthy', 'provision', 'suitability', 'semantic', 'extractor', 'networks', 'functions', 'employ', 'issues', 'features', 'first', 'identify', 'diverse', 'alternative', 'landuse', 'current', 'significance', 'sufficient', 'establishes', 'characterize', 'images', 'level']",2024,"[(1, 0.99822634)]"
"Understanding Urban Vitality from the Economic and Human Activities Perspective: A Case Study of Chongqing, China",Yang F.F.,Chinese Geographical Science,10.1007/s11769-024-1409-x,2,False,Sun Yat-Sen University,Guangzhou,China,"The literature on urban vitality tends to focus on the built environment. This paper argues that some important processes in shaping vitality may be overlooked without examining the intensity and diversity of economic and human activities. Using newly developed spatial big data and adopting the methods of multi-indicator measurement and spatial analysis methods, we analyzed the pattern of urban vitality in Chongqing, a provincial city in western China and, on this basis, evaluated the creation and maintenance of urban vitality from the economic and human activities perspective. Our findings indicate that the impacts of economic and human activities are positive and significant. Among the three intensity and diversity indicators, economic intensity and population density show an effect on urban vitality stronger than that of economic diversity. However, economic diversity has the strongest superposition or interactive effect, and is thus an important foundation dynamic. The positive effect of population density on urban vitality is largely a result of Chongqing’s jobs-housing balance. The case of Chongqing highlights the importance of topographic features, historical inheritance, large-scale migration, and cultural activities in shaping the distinctive vitality pattern of a city. This study contends that the creation and maintenance of urban vitality can not be fully explained without incorporating the impacts of economic and human activities. It contributes to a comprehensive measurement of urban vitality and enriches its connotations.","['strongest', 'developed', 'examining', 'case', 'contends', 'result', 'tends', 'human', 'literature', 'vitality', 'positive', 'provincial', 'newly', 'population', 'three', 'significant', 'chongqings', 'dynamic', 'overlooked', 'processes', 'superposition', 'interactive', 'economic', 'highlights', 'shaping', 'may', 'chongqing', 'basis', 'jobshousing', 'contributes', 'maintenance', 'argues', 'show', 'largescale', 'perspective', 'adopting', 'explained', 'important', 'importance', 'multiindicator', 'analyzed', 'diversity', 'indicators', 'topographic', 'balance', 'built', 'fully', 'intensity', 'enriches', 'activities', 'incorporating', 'city', 'comprehensive', 'measurement', 'impacts', 'largely', 'connotations', 'density', 'features', 'without', 'focus', 'pattern', 'historical', 'cultural', 'effect', 'creation', 'distinctive', 'thus', 'evaluated', 'indicate', 'among', 'stronger', 'western', 'foundation', 'environment', 'migration', 'inheritance']",2024,"[(1, 0.842381), (2, 0.15645362)]"
Evaluating carbon tax impact on natural resource extraction in developing regions: Implicating green recovery,Du P.,Resources Policy,10.1016/j.resourpol.2023.104530,1,False,China Communications Construction Company Limited,Beijing,China,"This study investigates the impact of carbon taxes on fossil fuel extraction in 13 Asian developing economies from 2000 to 2022. The results affirm that a 1% increase in environmental tax revenues correlates with a notable long-term reduction of 0.16% in extraction. Notably, a 1% increase in patent applications reveals an unexpected connection, manifesting as a 0.9% short-term increase and a 0.19% long-term rise in fossil fuel extraction. A 1% increase in green power generation is associated with a short-term reduction of 0.28% and a long-term reduction of 0.32% in fossil fuel extraction. Sustainable utility imports contribute to a decrease in extraction, while urban population growth amplifies it in both the short and long term, highlighting the importance of sustainable urban planning. To promote environmentally friendly fossil fuel extraction, Asian developing economies can implement an effective carbon taxation system that includes standardized carbon reporting, carbon auditing AI systems, and robust big data analysis.","['imports', 'green', 'utility', 'manifesting', 'term', 'fossil', 'affirm', 'growth', 'connection', 'sustainable', 'highlighting', 'population', 'applications', 'fuel', 'effective', 'notable', 'tax', 'importance', 'amplifies', 'short', 'implement', 'reveals', 'taxes', 'shortterm', 'environmental', 'power', 'decrease', 'robust', 'unexpected', 'associated', 'systems', 'revenues', 'includes', 'increase', 'extraction', 'friendly', 'investigates', 'correlates', 'notably', 'carbon', 'contribute', 'long', 'environmentally', 'auditing', 'system', 'taxation', 'asian', 'rise', 'standardized', 'reporting', 'patent', 'developing', 'longterm', 'economies', 'promote', 'ai', 'generation', 'reduction']",2024,"[(2, 0.9968941)]"
Examining spatial coordination of human-land-industry-service system from a regionalization approach: A case study of Beijing,Wang Y.,Land Use Policy,10.1016/j.landusepol.2023.107010,1,False,"Key Laboratory of Geographic Information Science, Ministry of Education",Shanghai,China,"Sustainable development requires a better understanding of the coupling relationship among population, urban land use, industry, and city services since they are closely related to the benefits of human beings. However, previous studies tend to focus on population and land use for urbanization-targeted insights without considering city services and industry development from a people-centered on the fine scale. This research aims to fill this gap by examining the spatial coordination of the human-land-industry-service system combining the coupling coordinated degree model and a regionalization approach with Beijing as a case study. Results show that about 3% area of Beijing is enjoying favorable coordination along with over 6% having moderate coordination, and sub-systems like human-land are experiencing better-coordinated development. Though the well-known monocentric structure of Beijing dominated by built-up expansion exists, sub-centers represented by Tongzhou and Changping rise to possibly alleviate the non-capital functions. In addition, Gini coefficients at 200-, 500-, 1000-, and 2000-meter scales decrease, and coarser resolutions present more continuous and smoother patterns. Three points concerning the unbalanced development, the scale effect, and the urbanization pattern of Beijing are further discussed. Our framework could be easily extended to explore interactions in other systems with the ability to consider both the fine details and the general spatial regionalization patterns.","['patterns', 'points', 'examining', 'systems', 'case', 'use', 'relationship', 'human', 'structure', 'aims', 'urbanizationtargeted', 'considering', 'decrease', 'enjoying', 'continuous', 'scale', 'represented', 'concerning', 'closely', 'easily', 'present', 'insights', 'coarser', 'experiencing', 'smoother', 'combining', 'interactions', 'since', 'sustainable', 'population', 'three', 'beijing', 'details', 'ability', 'general', 'could', 'requires', 'alleviate', 'noncapital', 'addition', 'degree', 'fine', 'rise', 'benefits', 'better', 'exists', 'favorable', 'previous', 'expansion', 'show', 'along', 'beings', 'dominated', 'wellknown', 'changping', 'related', 'extended', 'studies', 'coordination', 'gap', 'urbanization', 'coordinated', 'scales', 'bettercoordinated', 'builtup', 'subsystems', 'land', 'resolutions', 'industry', 'regionalization', 'like', 'city', 'coupling', 'consider', 'area', 'peoplecentered', 'tend', 'functions', 'discussed', 'explore', 'humanland', 'without', 'focus', 'humanlandindustryservice', 'pattern', 'coefficients', 'effect', 'unbalanced', 'gini', 'subcenters', 'tongzhou', 'monocentric', 'system', 'among', 'fill', 'services', 'though', 'possibly', 'moderate']",2024,"[(1, 0.99860144)]"
Relational Reprojection Platform: Non-linear distance transformations of spatial data in R,Payne W.B.,Environment and Planning B: Urban Analytics and City Science,10.1177/23998083231215463,3,True,Rutgers University,Scotch Plains,United States,"When mapping relationships across multiple spatial scales, prevailing visualization techniques treat every mile of distance equally, which may not be appropriate for studying phenomena with long-tail distributions of distances from a common point of reference (e.g., retail customer locations, remittance flows, and migration data). While quantitative geography has long acknowledged that non-Cartesian spaces and distances are often more appropriate for analyzing and visualizing real-world data and complex spatial phenomena, commonly available GIS software solutions make working with non-linear distances extremely difficult. Our Relational Reprojection Platform (RRP) fills this gap with a simple stereographic projection engine centering any given data point to the rest of the set, and transforming great circle distances from this point to the other locations using a set of broadly applicable non-linear functions as options. This method of reprojecting data allows users to quickly and easily explore how non-linear distance transformations (including square root and logarithmic reprojections) reveal more complex spatial patterns within datasets than standard projections allow. Our initial release allows users to upload comma separated value (CSV) files with geographic coordinates and data columns and minimal cleaning and explore a variety of spatial transformations of their data. We hope this heuristic tool will enhance the exploratory stages of social research using spatial data.","['extremely', 'patterns', 'acknowledged', 'social', 'root', 'projection', 'transforming', 'customer', 'common', 'every', 'method', 'upload', 'realworld', 'allow', 'relationships', 'phenomena', 'set', 'stages', 'users', 'circle', 'remittance', 'easily', 'datasets', 'flows', 'coordinates', 'eg', 'software', 'centering', 'including', 'square', 'across', 'quantitative', 'distributions', 'tool', 'complex', 'options', 'hope', 'fills', 'initial', 'equally', 'enhance', 'mapping', 'projections', 'longtail', 'exploratory', 'files', 'may', 'simple', 'reference', 'reprojecting', 'geography', 'long', 'broadly', 'prevailing', 'multiple', 'distances', 'nonlinear', 'stereographic', 'separated', 'noncartesian', 'value', 'engine', 'great', 'minimal', 'rest', 'treat', 'solutions', 'allows', 'relational', 'reprojections', 'commonly', 'gap', 'logarithmic', 'visualization', 'difficult', 'available', 'quickly', 'within', 'geographic', 'scales', 'rrp', 'spaces', 'release', 'point', 'variety', 'techniques', 'platform', 'standard', 'given', 'transformations', 'locations', 'applicable', 'csv', 'functions', 'explore', 'gis', 'columns', 'analyzing', 'appropriate', 'studying', 'retail', 'cleaning', 'reprojection', 'mile', 'distance', 'comma', 'make', 'heuristic', 'working', 'reveal', 'visualizing', 'migration', 'often']",2024,"[(0, 0.99829084)]"
Impact of digital economy on urban sustainable development: Evidence from Chinese cities,Liu Y.,Sustainable Development,10.1002/sd.2656,32,False,Liaocheng University,Liaocheng,China,"Digital economy takes data as its core input element and has high green value, but does the development of digital economy necessarily promote sustainable development? We use 286 Chinese cities from 2011 to 2019 as a case study to examine the impact of digital economy on urban sustainable development, and discuss the mechanisms of digital economy on urban sustainable development, heterogeneous impacts, threshold effects of environmental regulations, and the role of National Big Data Comprehensive Pilot Zone. It was found that: (1) The digital economy has green value and can effectively contribute to urban sustainable development. (2) The digital economy can achieve urban sustainable development by enhancing green technological innovation and human capital. (3) Environmental regulation has a threshold effect in the digital economy driving urban sustainable development. (4) The establishment of National Big Data Comprehensive Pilot Zone can promote urban sustainable development. (5) The polarization effect of the level of urban sustainable development in first-tier and second-tier cities is still increasing under the background of digital economy, which intensifies the “Matthew effect” among different levels of cities, and the inclusiveness of digital economy has not really been reflected in China. This study explores the influence and mechanism of digital economy on urban sustainable development in the context of China, which is of great theoretical and practical significance for developing countries to solve Solow productivity paradox and realize urban sustainable development in the new development stage.","['green', 'pilot', 'new', 'practical', 'case', 'use', 'heterogeneous', 'technological', 'high', 'human', 'theoretical', 'necessarily', 'cities', 'zone', 'polarization', 'contribute', 'core', 'takes', 'role', 'firsttier', 'productivity', 'intensifies', 'levels', 'driving', 'sustainable', 'stage', 'effectively', 'found', 'regulations', 'matthew', 'capital', 'developing', 'chinese', 'value', 'enhancing', 'element', 'great', 'digital', 'national', 'discuss', 'achieve', 'still', 'increasing', 'really', 'input', 'context', 'effects', 'influence', 'background', 'establishment', 'countries', 'realize', 'inclusiveness', 'explores', 'comprehensive', 'examine', 'reflected', 'impacts', 'environmental', 'economy', 'paradox', 'innovation', 'mechanisms', 'different', 'solve', 'effect', 'mechanism', 'secondtier', 'significance', 'among', 'level', 'solow', 'promote', 'threshold', 'regulation']",2024,"[(1, 0.07259191), (2, 0.9262125)]"
"Effects of the built environment on travel distance in bus-oriented, medium-sized cities in China",Li X.,Journal of Transport and Land Use,10.5198/jtlu.2024.2427,0,True,Xi'an University of Architecture and Technology,Xi'an,China,"The impact of the built environment and weather conditions on travel behavior has been widely studied. However, limited studies have focused on better understanding such effects in medium-sized cities with bus-oriented transit systems, particularly from a separate perspective of travelers’ origins and destinations. We took Weinan, China, as a representative of second-tier cities in developing countries that concentrate on bus-oriented development strategies. New evidence of feature importance and nonlinear effects of crucial factors were revealed by an interpretable machine learning-based approach combining XGBoost and Shapley Additive Explanation (SHAP) with multi-source data. Most key factors were critical at both origins and destinations, such as the density of residential and commercial facilities. However, several important factors, such as road density and boarding time, had strong imbalanced effects on travel behavior. These findings provide novel insights and empirical implications to support urban planning strategies in medium-sized cities.","['countries', 'combining', 'representative', 'new', 'learningbased', 'systems', 'several', 'perspective', 'behavior', 'multisource', 'focused', 'important', 'busoriented', 'feature', 'weather', 'importance', 'explanation', 'studies', 'widely', 'density', 'time', 'strategies', 'provide', 'factors', 'shap', 'implications', 'limited', 'studied', 'key', 'travelers', 'critical', 'road', 'shapley', 'built', 'facilities', 'weinan', 'origins', 'conditions', 'revealed', 'imbalanced', 'concentrate', 'cities', 'travel', 'support', 'secondtier', 'novel', 'empirical', 'boarding', 'additive', 'particularly', 'insights', 'destinations', 'residential', 'interpretable', 'separate', 'strong', 'better', 'nonlinear', 'developing', 'xgboost', 'commercial', 'crucial', 'machine', 'effects', 'environment', 'took', 'transit', 'mediumsized']",2024,"[(1, 0.9979665)]"
